TABLE S4: 3D7 vs HB3 Competitive Genomic Hybridization Data
Bozdech & Llinas et al.

This table contains all of the intensity data from competitive genomic hybridizations of genomic  
DNA derived from the 3D7 and HB3 strains of P. falciparum. The averaged intensities from three
microarray hybridization experiments are listed.  A %3D7 intensity in the HB3 channel 
of '-1' indicates that signal in these spots for one or both of the strains was below background.
Strains used in this study were obtained from the Malaria Resource Center (MR4).

Column 1: Oligonucleotide ID
Column 2: PlasmoDB ID
Column 3: PlasmoDB Manual annotation 
Column 4: Averaged normalized intensity for strain 3D7
Column 5: Averaged normalized intensity for strain HB3
Column 6: % of 3D7 intensity in the HB3 channel

Oligonucleotide ID	PlasmoDB ID	Manual annotation	3D7 averaged normalized intensity	HB3 averaged normalized intensity	%3D7 intensity
N164_1	PF14_0231	ribosomal protein L7a, putative	538.62	605.83	1.12
N164_4	PF14_0230	Ribosomal protein family L5, putative	419.62	509.16	1.21
N164_5	NULL		1222.95	1162.5	0.95
N164_7	PF14_0229	hypothetical protein	580.28	477.16	0.82
N165_1	PF14_0037	hypothetical protein	806.28	707.16	0.88
N165_10	PF14_0043	hypothetical protein	722.28	715.83	0.99
N165_14	PF14_0043	hypothetical protein	726.62	703.5	0.97
N165_15	PF14_0044	hypothetical protein	1003.62	908.83	0.91
N165_16	PF14_0045	hypothetical protein	629.95	618.5	0.98
N165_2	PF14_0038	cytochrome c, putative	666.62	721.16	1.08
N165_6	PF14_0039	hypothetical protein	934.95	973.5	1.04
N165_8	PF14_0041	ribosomal protein L16, putative	405.95	451.83	1.11
N165_9	PF14_0042	hypothetical protein	565.62	545.5	0.96
N166_2	NULL		1085.62	1041.83	0.96
N166_3	PF14_0270	ribosomal protein L15, putative	573.28	637.5	1.11
N168_1	PF14_0531	hypothetical protein	721.95	721.5	1
N168_10	PF14_0528	hemolysin, putative	1370.62	1367.5	1
N168_12	PF14_0527	hypothetical protein	727.95	739.5	1.02
N168_15	NULL		599.62	611.5	1.02
N168_17	PF14_0526	hypothetical protein, conserved	761.62	682.16	0.9
N168_2	PF14_0530	ferlin, putative	413.95	391.83	0.95
N168_21	PF14_0525	hypothetical protein	1073.95	956.83	0.89
N168_23	NULL		1041.95	877.16	0.84
N168_25	NULL		767.28	692.16	0.9
N168_27	PF14_0523	protein phosphatase 2C, putative	552.62	575.16	1.04
N168_29	PF14_0521	hypothetical protein	1139.62	911.83	0.8
N168_3	NULL		600.28	576.16	0.96
N168_30	PF14_0520	6-phosphogluconate dehydrogenase, decarboxylating, putative	543.62	501.16	0.92
N168_32	PF14_0519	ribosomal protein S11, putative	641.28	572.5	0.89
N168_34	PF14_0518	nifU protein, putative	557.28	451.83	0.81
N168_36	PF14_0517	peptidase, putative	396.95	349.83	0.88
N168_6	NULL		315.28	214.5	0.68
N168_9	NULL		897.28	814.83	0.91
N169_11	NULL		973.28	313.5	0.32
N169_15	PF14_0770	rifin	683.62	61.16	0.09
N169_17	PF14_0771	stevor, putative	571.95	135.16	0.24
N169_20	PF14_0773	erythrocyte membrane protein 1 (PfEMP1), truncated, pseudogene	763.95	103.83	0.14
N169_4	NULL		2402.62	1561.5	0.65
N169_8	PF14_0767	stevor, putative	866.28	665.83	0.77
N170_1	PF14_0761	fatty acyl CoA synthetase 1	325.95	322.83	0.99
N170_4	PF14_0763	hypothetical protein	1115.62	538.16	0.48
N171_1	PF14_0074	hypothetical protein	509.95	620.16	1.22
N171_3	PF14_0073	hypothetical protein	427.28	458.16	1.07
N171_4	PF14_0072	hypothetical protein, conserved	830.95	827.16	1
N172_3	PF14_0316	DNA topoisomerase II, putative	780.28	830.83	1.06
N173_1	PF14_0509	hypothetical protein	490.95	453.5	0.92
N173_3	PF14_0508	pyridine nucleotide transhydrogenase, putative	560.62	461.5	0.82
N173_5	PF14_0507	hypothetical protein	662.28	636.5	0.96
N173_6	PF14_0506	hypothetical protein	319.95	376.83	1.18
N175_10	PF14_0144	mRNA capping enzyme, putative	698.62	657.16	0.94
N175_11	PF14_0145	hypothetical protein	665.95	647.16	0.97
N175_12	PF14_0146	ribonucleoprotein, putative	651.95	681.16	1.04
N175_14	PF14_0146	ribonucleoprotein, putative	482.95	518.16	1.07
N175_15	PF14_0147	ATP-dependent protease, putative	1220.28	1135.83	0.93
N175_16	PF14_0148	uracil-DNA glycosylase, putative	609.62	518.83	0.85
N175_2	PF14_0142	serine/threonine protein phosphatase, putative	587.62	517.5	0.88
N175_3	NULL		1164.28	1096.5	0.94
N175_6	PF14_0143	hypothetical protein	626.28	576.16	0.92
N175_8	PF14_0143	hypothetical protein	494.95	532.5	1.08
N175_9	NULL		704.28	763.5	1.08
N176_2	PF14_0470	hypothetical protein	1120.95	808.83	0.72
N176_3	PF14_0469	transcription factor IIIb subunit, putative	717.28	598.83	0.83
N176_4	NULL		426.62	421.5	0.99
N176_5	PF14_0468	hypothetical protein	511.28	483.83	0.95
N177_2	PF14_0227	calcium-dependent protein kinase, putative	641.28	573.5	0.89
N177_5	NULL		850.28	932.83	1.1
N177_6	PF14_0228	hypothetical protein	570.95	505.5	0.89
N179_1	NULL		2198.95	3419.5	1.56
N179_2	PF14_0245	hypothetical protein	1609.28	1613.5	1
N179_3	PF14_0246	phosphoenolpyruvate carboxylase, putative	468.95	449.5	0.96
N181_1	NULL		579.62	527.83	0.91
N181_10	PF14_0238	hypothetical protein	765.62	759.83	0.99
N181_11	NULL		347.95	386.16	1.11
N181_15	PF14_0239	hypothetical protein	811.62	804.16	0.99
N181_16	PF14_0240	ribosomal protein L21e, putative	552.28	478.83	0.87
N181_17	PF14_0241	basic transcription factor 3b, putative	521.95	555.5	1.06
N181_18	PF14_0242	arginine n-methyltransferase, putative	911.62	901.5	0.99
N181_2	PF14_0234	DNA-directed DNA polymerase, putative	425.62	494.83	1.16
N181_21	PF14_0243	dynein-associated protein, putative	540.28	539.83	1
N181_23	NULL		926.62	899.83	0.97
N181_25	PF14_0244	ABC transporter, putative	722.95	643.5	0.89
N181_3	PF14_0235	hypothetical protein	1185.62	1113.5	0.94
N181_4	PF14_0236	hypothetical protein	512.95	502.83	0.98
N181_8	PF14_0237	hypothetical protein	828.28	727.16	0.88
N182_1	PF14_0512	hypothetical protein	731.28	657.5	0.9
N182_2	PF14_0513	RNA binding protein, putative	625.95	563.83	0.9
N182_4	PF14_0515	hypothetical protein	947.95	872.16	0.92
N182_5	PF14_0516	serine/threonine-protein kinase	432.62	456.5	1.06
N185_13	PF14_0476	protein kinase, putative	535.62	504.5	0.94
N185_14	PF14_0477	signal recognition particle 54 kDa protein, putative	668.62	564.16	0.84
N185_15	PF14_0478	hypothetical protein	928.95	852.5	0.92
N185_17	PF14_0479	hypothetical protein	691.62	635.5	0.92
N185_19	NULL		855.28	763.16	0.89
N185_2	PF14_0471	hypothetical protein	723.62	741.5	1.02
N185_4	PF14_0472	hypothetical protein	929.95	876.83	0.94
N185_5	PF14_0473	3'-5' exonuclease, putative	507.95	471.83	0.93
N185_6	PF14_0474	hypothetical protein	455.28	502.16	1.1
N185_7	PF14_0475	hypothetical protein	739.95	693.16	0.94
N187_1	NULL		726.95	679.16	0.93
N187_2	PF14_0678	exported protein 2	521.28	533.83	1.02
N187_5	PF14_0677	RNA 3'-Terminal Phosphate Cyclase-like protein, putative	828.95	705.5	0.85
N189_1	PF14_0232	hypothetical protein, conserved	639.28	604.5	0.95
N189_3	NULL		329.62	326.83	0.99
N189_5	NULL		702.28	728.83	1.04
N189_6	NULL		3304.62	10447.83	3.16
N197_1	PF14_0510	hypothetical protein	914.95	864.5	0.94
N197_2	PF14_0511	glucose-6-phosphate dehydrogenase-6-phosphogluconolactonase	672.28	704.16	1.05
N231_1	NULL		336.62	310.16	0.92
N236_1	NULL		40.93	44.81	1.09
N237_1	NULL		177.95	67.83	0.38
N243_1	NULL		476.28	536.83	1.13
N244_2	MAL13P1.103	hypothetical protein	538.28	657.83	1.22
N244_3	NULL		1334.95	1326.5	0.99
oPFA32028	PFA0705c	STEVOR pseudogene	684.95	620.5	0.91
oPFA32029	PFA0630c	hypothetical protein	779.95	778.83	1
oPFA32030	PFA0100c	hypothetical protein	1074.28	812.83	0.76
oPFA32031	PFA0705c	STEVOR pseudogene	540.62	556.5	1.03
oPFA32032	PFA0760w	rifin	897.95	294.83	0.33
oPFA32033	NULL		953.62	972.16	1.02
oPFA32034	NULL		1078.62	1034.16	0.96
oPFA32035	PFA0455c	integral membrane protein, GNS1/SUR4 family, putative	1106.28	1098.16	0.99
oPFA32036	PFA0390w	DNA repair exonuclease, putative	818.62	733.5	0.9
oPFA32037	PFA0180w	hypothetical protein	575.95	616.16	1.07
oPFA32038	PFA0220w	ubiquitin carboxyl-terminal hydrolase, putative	922.62	671.5	0.73
oPFA32039	PFA0350c	hypothetical protein	490.62	424.16	0.86
oPFB0668	PFB0865w	small nuclear ribonucleoprotein, putative	1312.95	1190.16	0.91
oPFB0669	PFB0295w	adenylosuccinate lyase, putative	631.28	570.5	0.9
oPFB0670	PFB0330c	cysteine protease, putative	552.95	490.5	0.89
oPFB0671	PFB0150c	protein kinase, putative	778.62	759.5	0.98
oPFB0672	PFB0065w	stevor, putative	518.95	50.83	0.1
oPFB0673	PFB0735c	hypothetical protein	1033.95	856.83	0.83
oPFB0674	PFB0030c	rifin	463.28	98.16	0.21
oPFB0675	PFB0445c	helicase, putative	531.95	483.5	0.91
oPFB0676	PFB0420w	2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	785.62	924.5	1.18
oPFB0677	PFB0095c	erythrocyte membrane protein 3	6031.28	43.5	0.01
oPFB0678	PFB0075c	hypothetical protein	665.62	19.16	0.03
oPFB0679	PFB0860c	RNA helicase, putative	561.28	342.83	0.61
oPFB0680	PFB0395w	hypothetical protein	1051.95	889.16	0.85
oPFB0681	PFB1015w	rifin	1419.28	1046.5	0.74
oPFB0682	PFB0020c	erythrocyte membrane protein 1 (PfEMP1), truncated	749.62	530.16	0.71
oPFB0683	PFB0040c	rifin	908.95	301.5	0.33
oPFB0684	PFB1055c	erythrocyte membrane protein 1 (PfEMP1)	164.28	-25.17	-1
oPFB0685	PFB0960c	hypothetical protein	719.62	291.83	0.41
oPFB0686	PF11_0008	erythrocyte membrane protein 1 (PfEMP1)	1545.28	642.83	0.42
oPFB0687	PFB0365w	hypothetical protein, conserved	788.28	619.5	0.79
oPFB0688	PFB0555c	hypothetical protein	620.62	573.83	0.92
oPFB0689	PFB0953w	hypothetical protein	970.95	886.5	0.91
oPFBLOB0001	PFI1090w	s-adenosylmethionine synthetase, putative	655.62	557.5	0.85
oPFBLOB0002	NULL		12483.62	11498.5	0.92
oPFBLOB0003	PFI1730w	cytoadherence linked asexual protein (CLAG)	969.28	903.83	0.93
oPFBLOB0004	PFC1095w	rifin (3D7-rifT3-5)	475.28	277.16	0.58
oPFBLOB0005	PFD0615c	erythrocyte membrane protein 1 (PfEMP1)	643.28	157.5	0.24
oPFBLOB0006	PFD0425w	hypothetical protein	652.95	626.5	0.96
oPFBLOB0007	PFD0450c	hypothetical protein, conserved	604.62	567.5	0.94
oPFBLOB0008	PFB1005w	rifin	313.28	167.16	0.53
oPFBLOB0009	PF10_0334	flavoprotein subunit of succinate dehydrogenase	780.62	727.5	0.93
oPFBLOB0010	PFD0440w	hypothetical protein	905.28	931.5	1.03
oPFBLOB0011	PF08_0071	Fe-superoxide dismutase	1300.62	948.83	0.73
oPFBLOB0012	PFI1475w	merozoite surface protein 1, precursor	537.28	17.16	0.03
oPFBLOB0013	NULL		1443.95	1337.5	0.93
oPFBLOB0014	PFD0305c	vacuolar ATP synthase subunit b	528.95	474.5	0.9
oPFBLOB0015	PFD0560w	hypothetical protein	1215.62	1079.5	0.89
oPFBLOB0016	PFD0385w	hypothetical protein	684.62	695.5	1.02
oPFBLOB0017	PFI1245c	Protein phosphatase-beta	914.95	893.83	0.98
oPFBLOB0018	NULL		1472.28	1529.16	1.04
oPFBLOB0019	MAL8P1.58	phosphatidylglycerophosphate synthase	786.62	638.5	0.81
oPFBLOB0020	PFE0120c	merozoite surface protein 8	636.28	585.5	0.92
oPFBLOB0021	NULL		1128.28	951.5	0.84
oPFBLOB0022	PFD0335c	hypothetical protein	589.62	452.16	0.77
oPFBLOB0023	NULL		99.62	34.83	0.35
oPFBLOB0024	PFC0970w	hypothetical protein	1159.95	1060.5	0.91
oPFBLOB0025	PFC0570c	hypothetical protein	1014.62	979.16	0.97
oPFBLOB0026	MAL7P1.170	ring stage expressed protein	989.62	868.83	0.88
oPFBLOB0027	MAL6P1.8	rifin	632.95	32.83	0.05
oPFBLOB0028	NULL		839.95	303.16	0.36
oPFBLOB0029	NULL		355.95	393.5	1.11
oPFBLOB0030	PF07_0054	histone h2b, putative	437.62	356.16	0.81
oPFBLOB0031	NULL		1258.62	481.83	0.38
oPFBLOB0033	NULL		1556.95	657.83	0.42
oPFBLOB0034	PFE0030c	STEVOR pseudogene	672.62	588.83	0.88
oPFBLOB0035	PFD0430c	hypothetical protein	567.95	469.16	0.83
oPFBLOB0036	PFD1015c	erythrocyte membrane protein 1 (PfEMP1)	2316.28	1339.16	0.58
oPFBLOB0037	NULL		49.93	43.31	0.87
oPFBLOB0038	MAL7P1.5	hypothetical protein, conserved in P. falciparum	1679.62	506.83	0.3
oPFBLOB0039	NULL		36.1	-7.56	-1
oPFBLOB0040	PFD0865c	cdc2-related protein kinase 1	491.62	478.83	0.97
oPFBLOB0041	NULL		8.76	32.17	3.67
oPFBLOB0043	PFI0045c	stevor	455.62	69.83	0.15
oPFBLOB0044	PF07_0088	40S ribosomal protein S5, putative	764.95	720.5	0.94
oPFBLOB0045	PFE0030c	STEVOR pseudogene	1298.95	1277.83	0.98
oPFBLOB0046	MAL6P1.10	stevor	410.28	38.16	0.09
oPFBLOB0047	PFD0065w	STEVOR pseudogene	1060.28	1262.83	1.19
oPFBLOB0048	PF07_0001	rifin	79.28	5.83	0.07
oPFBLOB0049	NULL		331.62	-3.84	-1
oPFBLOB0050	NULL		658.62	598.83	0.91
oPFBLOB0051	PF11_0012	hypothetical protein	1082.28	352.5	0.33
oPFBLOB0052	NULL		896.62	426.83	0.48
oPFBLOB0053	MAL6P1.4	erythrocyte membrane protein 1 (PfEMP1)	2205.62	1878.16	0.85
oPFBLOB0054	PFE1215c	developmentally regulated GTP-binding protein 1, putative	1002.95	1057.5	1.05
oPFBLOB0055	MAL7P1.68	hypothetical protein	820.95	705.83	0.86
oPFBLOB0056	PFE0845c	60S ribosomal subunit protein L8, putative	1070.62	994.5	0.93
oPFBLOB0057	PF10_0374	gene 11-1 protein precursor	3650.95	3099.16	0.85
oPFBLOB0058	MAL6P1.313	rifin	920.28	409.5	0.44
oPFBLOB0059	PFI0035c	rifin	547.28	172.83	0.32
oPFBLOB0060	PFE0175c	unconventional myosin pfm-b	821.62	688.16	0.84
oPFBLOB0061	PFC0195w	hypothetical protein	1256.62	973.16	0.77
oPFBLOB0062	PF11_0010	rifin	639.95	94.16	0.15
oPFBLOB0063	PFE0965c	vacuolar ATP synthetase, putative	1075.95	1168.5	1.09
oPFBLOB0064	PFI0015c	rifin	668.62	776.5	1.16
oPFBLOB0065	PF08_0003	tryptophan/threonine-rich antigen	455.62	395.16	0.87
oPFBLOB0066	PF11_0020	rifin	888.28	162.83	0.18
oPFBLOB0067	NULL		250.62	223.5	0.89
oPFBLOB0068	PF10_0404	rifin	575.95	94.16	0.16
oPFBLOB0069	PF08_0076	40S ribosomal protein S16	480.28	447.5	0.93
oPFBLOB0070	PF10_0398	rifin	816.62	88.83	0.11
oPFBLOB0071	PFD0065w	STEVOR pseudogene	578.95	635.83	1.1
oPFBLOB0072	NULL		341.95	357.5	1.05
oPFBLOB0073	NULL		48.93	53.31	1.09
oPFBLOB0074	NULL		1073.62	1055.5	0.98
oPFBLOB0075	NULL		1212.95	1070.5	0.88
oPFBLOB0076	PFD0025w	rifin	701.28	264.5	0.38
oPFBLOB0077	PFE1115c	s-adenosylmethionine-dependent methyltransferase, putative	1229.95	1182.83	0.96
oPFBLOB0078	PFI0740c	ubiquitin conjugating enzyme, putative	545.28	551.83	1.01
oPFBLOB0079	MAL6P1.5	rifin	1281.95	336.5	0.26
oPFBLOB0080	PFD0030c	rifin	649.62	111.83	0.17
oPFBLOB0081	NULL		1512.62	957.16	0.63
oPFBLOB0082	PFI1340w	fumarate hydratase, putative	532.62	512.83	0.96
oPFBLOB0083	NULL		1096.62	212.83	0.19
oPFBLOB0084	PFE0025c	rifin	698.28	19.16	0.03
oPFBLOB0086	NULL		-0.24	37.17	-1
oPFBLOB0087	MAL6P1.11	rifin	493.28	19.16	0.04
oPFBLOB0088	NULL		734.62	745.83	1.02
oPFBLOB0089	PF10_0401	rifin	484.95	211.5	0.44
oPFBLOB0090	PF10_0150	methionine aminopeptidase, putative	636.95	513.83	0.81
oPFBLOB0091	PFE0865c	splicing factor, putative	480.62	473.16	0.98
oPFBLOB0092	PF13_0115	frameshifted ebl1, pseudogene	606.62	-16.84	-1
oPFBLOB0093	PFI0280c	hypothetical protein, conserved	839.62	842.5	1
oPFBLOB0094	PF08_0110	Rab18 GTPase	381.28	352.16	0.92
oPFBLOB0095	PFI0895c	hypothetical protein, conserved	780.95	740.5	0.95
oPFBLOB0096	MAL6P1.119	DEAD/DEAH box ATP-dependent RNA helicase, putative	585.62	574.83	0.98
oPFBLOB0097	NULL		1247.62	302.16	0.24
oPFBLOB0098	MAL6P1.1	erythrocyte membrane protein 1 (PfEMP1)	388.95	57.16	0.15
oPFBLOB0099	MAL8P1.128	proteasome subunit alpha type 6	616.95	571.16	0.93
oPFBLOB0100	PF13_0121	dihydrolipoamide succinyltransferase, putative	1238.62	980.83	0.79
oPFBLOB0101	PF10_0244	hypothetical protein	537.28	523.16	0.97
oPFBLOB0102	PFD0725c	arsenical pump-driving ATPase, putative	659.62	655.16	0.99
oPFBLOB0103	PFD1165w	hypothetical protein	1123.28	1165.83	1.04
oPFBLOB0104	PFE0005w	erythrocyte membrane protein 1 (PfEMP1)	539.95	113.16	0.21
oPFBLOB0105	PFE0555w	stearoyl-CoA desaturase (acyl-CoA desaturase, faty acid desaturase), putative	1377.28	1194.16	0.87
oPFBLOB0106	PFD0120w	RIF pseudogene	630.62	570.16	0.9
oPFBLOB0107	MAL8P1.131	Gas41 homologue	867.28	850.83	0.98
oPFBLOB0108	PFD0135w	VAR pseudogene	920.28	915.83	1
oPFBLOB0109	PFD1170c	hypothetical protein	804.95	738.16	0.92
oPFBLOB0111	PFI0135c	papain family cysteine protease, putative	586.95	561.16	0.96
oPFBLOB0113	NULL		1087.62	275.83	0.25
oPFBLOB0114	NULL		14.76	27.17	1.84
oPFBLOB0115	PF10_0208	hypothetical protein, conserved	1186.95	1075.83	0.91
oPFBLOB0116	NULL		591.28	68.5	0.12
oPFBLOB0117	PFI1450c	hypothetical protein, conserved	928.62	854.5	0.92
oPFBLOB0118	PFE0505w	cyclophilin, putative	857.28	713.16	0.83
oPFBLOB0119	PFI1670c	vacuolar ATP synthase subunit E, putative	568.95	436.5	0.77
oPFBLOB0120	PFD0135w	VAR pseudogene	340.95	311.83	0.91
oPFBLOB0121	PFI1415w	Serine/Threonine protein kinase, putative	410.62	470.5	1.15
oPFBLOB0123	MAL8P1.136	hypothetical protein	682.28	672.83	0.99
oPFBLOB0124	PF07_0015	hypothetical protein	691.95	502.5	0.73
oPFBLOB0125	MAL7P1.111	hypothetical protein	906.62	781.16	0.86
oPFBLOB0126	NULL		24.93	11.81	0.47
oPFBLOB0127	PF00_0002	mismatch repair protein Msh2p	652.28	561.16	0.86
oPFBLOB0128	PFI1165c	hypothetical protein	489.95	365.16	0.75
oPFBLOB0129	PF07_0065	zinc transporter, putative	998.62	793.16	0.79
oPFBLOB0130	MAL6P1.70	coatomer alpha subunit, putative	1746.28	1879.16	1.08
oPFBLOB0131	PFL1970w	VAR pseudogene	718.62	120.16	0.17
oPFBLOB0132	MAL8P1.126	serine protease, putative	718.62	751.5	1.05
oPFBLOB0133	PFD1015c	erythrocyte membrane protein 1 (PfEMP1)	1085.62	131.83	0.12
oPFBLOB0134	PF08_0041	unknown	731.95	661.83	0.9
oPFBLOB0136	NULL		461.28	484.5	1.05
oPFBLOB0137	NULL		132.95	88.5	0.67
oPFBLOB0138	PFI1575c	peptide release factor, putative	885.28	799.5	0.9
oPFBLOB0139	PF07_0068	cysteine desulfurase, putative	1413.28	1503.5	1.06
oPFBLOB0140	PF10_0214	hypothetical protein	579.95	558.83	0.96
oPFBLOB0142	NULL		659.62	685.5	1.04
oPFBLOB0143	PF07_0057	transcription elongation factor s-ii, putative	578.62	580.5	1
oPFBLOB0144	MAL8P1.3	integral membrane protein, conserved in P. falciparum	529.28	583.83	1.1
oPFBLOB0145	PFE1170w	hypothetical protein	548.95	410.16	0.75
oPFBLOB0146	NULL		892.28	882.83	0.99
oPFBLOB0147	PFI0980w	hypothetical protein	1000.28	818.5	0.82
oPFBLOB0148	PF07_0060	hypothetical protein, conserved	805.28	673.16	0.84
oPFBLOB0149	PFI1645c	hypothetical protein	367.28	310.5	0.85
oPFBLOB0150	NULL		97.43	82.31	0.84
oPFBLOB0151	NULL		617.28	543.83	0.88
oPFBLOB0152	NULL		35952.28	43753.16	1.22
oPFBLOB0153	NULL		8053.95	3249.83	0.4
oPFBLOB0154	PFD1170c	hypothetical protein	499.62	435.16	0.87
oPFBLOB0155	PFE1080w	ribosomal large subunit pseudouridylate synthase, putative	1043.28	1078.83	1.03
oPFBLOB0156	MAL6P1.112	hypothetical protein, conserved	705.62	670.16	0.95
oPFBLOB0157	PFD0135w	VAR pseudogene	786.62	706.5	0.9
oPFBLOB0158	MAL8P1.88	hypothetical protein	828.62	766.5	0.93
oPFBLOB0159	PFI1525w	hypothetical protein	809.62	773.5	0.96
oPFBLOB0160	NULL		755.62	746.16	0.99
oPFBLOB0161	MAL7P1.15	hypothetical protein	730.95	734.83	1.01
oPFBLOB0163	PFI0225w	hypothetical protein	910.62	878.5	0.96
oPFBLOB0164	PFE0425w	hypothetical protein	804.62	761.16	0.95
oPFBLOB0165	NULL		856.28	865.16	1.01
oPFBLOB0166	PFD0825c	RNA-binding protein of pumilio/mpt5 family, putative	978.95	953.83	0.97
oPFBLOB0167	PFE0205w	ATP-dependent helicase, putative	515.62	513.83	1
oPFBLOB0168	PFI1185c	hypothetical protein	977.28	899.83	0.92
oPFBLOB0169	PFI1535w	hypothetical protein	742.95	769.83	1.04
oPFBLOB0170	PFI1230c	hypothetical protein	890.95	790.83	0.89
oPFBLOB0171	PFD0905w	hypothetical protein	414.95	459.5	1.11
oPFBLOB0172	PFI1500w	hypothetical protein	1110.95	1083.83	0.98
oPFBLOB0173	MAL8P1.74	hypothetical protein	1022.62	962.83	0.94
oPFBLOB0174	NULL		1.76	23.17	13.18
oPFBLOB0175	NULL		602.95	488.5	0.81
oPFBLOB0176	MAL6P1.111	trancription factor, putative	710.28	596.83	0.84
oPFBLOB0177	MAL8P1.155	hypothetical protein	886.95	789.5	0.89
oPFBLOB0178	PFD0100c	hypothetical protein	726.28	636.83	0.88
oPFBLOB0179	NULL		13.93	-2.69	-1
oPFBLOB0180	PFE0490w	hypothetical protein	607.28	512.83	0.84
oPFBLOB0181	MAL8P1.2	hypothetical protein with DNAJ domain	562.62	580.5	1.03
oPFBLOB0182	PFE0440w	hypothetical protein	744.95	783.5	1.05
oPFBLOB0183	PFE1160w	hypothetical protein	1022.62	897.5	0.88
oPFBLOB0184	PFI0365w	hypothetical protein	600.95	576.5	0.96
oPFBLOB0185	PFI0385c	S1/P1nuclease, putative	390.95	370.83	0.95
oPFBLOB0186	PFE0855c	hypothetical protein	586.95	453.5	0.77
oPFBLOB0187	MAL8P1.47	hypothetical protein	646.28	678.16	1.05
oPFBLOB0188	PFI0495w	hypothetical protein	1082.28	1160.5	1.07
oPFBLOB0190	PFI0205w	hypothetical protein	729.28	717.5	0.98
oPFBLOB0191	PFD0985w	hypothetical protein	617.28	701.16	1.14
oPFBLOB0192	PFD0870w	hypothetical protein	1069.62	905.16	0.85
oPFBLOB0193	NULL		1134.95	1131.83	1
oPFC0747	PFC0320w	hypothetical protein	1035.28	856.5	0.83
oPFC0748	PFC0220w	hypothetical protein	481.28	506.83	1.05
oPFC0749	PFC0350c	T-complex protein eta subunit, putative	1086.62	919.5	0.85
oPFC0750	PFC0805w	DNA-directed RNA polymerase II, putative	822.95	778.16	0.95
oPFC0751	PFC0745c	proteasome component C8, putative	1209.62	1067.83	0.88
oPFC0752	PFC0695w	hypothetical protein	995.95	1065.5	1.07
oPFC0753	PFC0685w	hypothetical protein	808.28	759.5	0.94
oPFC0754	PFC0265c	hypothetical protein	848.62	875.5	1.03
oPFC0755	PFC0875w	hypothetical protein	751.28	733.16	0.98
oPFC0756	PFC0260w	hypothetical protein	687.28	567.5	0.83
oPFC0757	PFC0930c	hypothetical protein	542.95	527.83	0.97
oPFC0758	PFC0700c	hypothetical protein	798.28	709.16	0.89
oPFC0759	NULL		895.62	912.83	1.02
oPFC0760	PFC0030c	rifin	261.28	34.5	0.13
oPFC0761	PFC1100w	rifin (3D7-rifT3-6)	327.95	143.5	0.44
